시도,구시,행정동,법정동
경기,안성시,서운면,동촌리
경기,안성시,서운면,북산리
경기,안성시,서운면,산평리
경기,안성시,서운면,서운면
경기,안성시,서운면,송산리
경기,안성시,서운면,송정리
경기,안성시,서운면,신기리
경기,안성시,서운면,신능리
경기,안성시,서운면,신촌리
경기,안성시,서운면,신흥리
경기,안성시,서운면,양촌리
경기,안성시,서운면,오촌리
경기,안성시,서운면,인리
경기,안성시,서운면,청용리
경기,안성시,서운면,현매리
경기,안성시,안성1동,가사동
경기,안성시,안성1동,가현동
경기,안성시,안성1동,구포동
경기,안성시,안성1동,낙원동
경기,안성시,안성1동,동본동
경기,안성시,안성1동,명륜동
경기,안성시,안성1동,발화동
경기,안성시,안성1동,봉남동
경기,안성시,안성1동,봉산동
경기,안성시,안성1동,성남동
경기,안성시,안성1동,숭인동
경기,안성시,안성1동,영동
경기,안성시,안성1동,옥천동
경기,안성시,안성1동,창전동
경기,안성시,안성1동,현수동
경기,안성시,안성2동,계동
경기,안성시,안성2동,도기동
경기,안성시,안성2동,서인동
경기,안성시,안성2동,석정동
경기,안성시,안성2동,신흥동
경기,안성시,안성2동,아양동
경기,안성시,안성2동,옥산동
경기,안성시,안성2동,인지동
경기,안성시,안성2동,중리동
경기,안성시,안성3동,금산동
경기,안성시,안성3동,금석동
경기,안성시,안성3동,당왕동
경기,안성시,안성3동,대천동
경기,안성시,안성3동,사곡동
경기,안성시,안성3동,신건지동
경기,안성시,안성3동,신모산동
경기,안성시,안성3동,신소현동
경기,안성시,안성3동,연지동
경기,안성시,안성시,안성시
경기,안성시,양성면,구장리
경기,안성시,양성면,난실리
경기,안성시,양성면,노곡리
경기,안성시,양성면,덕봉리
경기,안성시,양성면,도곡리
경기,안성시,양성면,동항리
경기,안성시,양성면,명목리
경기,안성시,양성면,미산리
경기,안성시,양성면,방신리
경기,안성시,양성면,방축리
경기,안성시,양성면,산정리
경기,안성시,양성면,삼암리
경기,안성시,양성면,석화리
경기,안성시,양성면,양성면
경기,안성시,양성면,이현리
경기,안성시,양성면,장서리
경기,안성시,양성면,조일리
경기,안성시,양성면,추곡리
경기,안성시,양성면,필산리
경기,안성시,원곡면,내가천리
경기,안성시,원곡면,반제리
경기,안성시,원곡면,산하리
경기,안성시,원곡면,성은리
경기,안성시,원곡면,성주리
경기,안성시,원곡면,외가천리
경기,안성시,원곡면,원곡면
경기,안성시,원곡면,지문리
경기,안성시,원곡면,칠곡리
경기,안성시,일죽면,가리
경기,안성시,일죽면,고은리
경기,안성시,일죽면,금산리
경기,안성시,일죽면,능국리
경기,안성시,일죽면,당촌리
경기,안성시,일죽면,방초리
경기,안성시,일죽면,산북리
경기,안성시,일죽면,송천리
경기,안성시,일죽면,신흥리
경기,안성시,일죽면,월정리
경기,안성시,일죽면,일죽면
경기,안성시,일죽면,장암리
경기,안성시,일죽면,주천리
경기,안성시,일죽면,죽림리
경기,안성시,일죽면,화곡리
경기,안성시,일죽면,화봉리
경기,안성시,죽산면,당목리
경기,안성시,죽산면,두교리
경기,안성시,죽산면,두현리
경기,안성시,죽산면,매산리
경기,안성시,죽산면,용설리
경기,안성시,죽산면,장계리
경기,안성시,죽산면,장능리
경기,안성시,죽산면,장원리
경기,안성시,죽산면,죽산리
경기,안성시,죽산면,죽산면
경기,안성시,죽산면,칠장리
경기,안양시,갈산동,호계동
경기,안양시,관양동,관양동
경기,안양시,귀인동,평촌동
경기,안양시,달안동,비산동
경기,안양시,박달1동,박달동
경기,안양시,박달2동,박달동
경기,안양시,범계동,호계동
경기,안양시,부림동,관양동
경기,안양시,부흥동,비산동
경기,안양시,비산1동,비산동
경기,안양시,비산1동,안양동
경기,안양시,비산2동,비산동
경기,안양시,비산3동,비산동
경기,안양시,석수1동,석수동
경기,안양시,석수1동,안양동
경기,안양시,석수2동,석수동
경기,안양시,신촌동,호계동
경기,안양시,안양1동,안양동
경기,안양시,안양2동,안양동
경기,안양시,안양3동,안양동
경기,안양시,안양4동,안양동
경기,안양시,안양5동,안양동
경기,안양시,안양6동,안양동
경기,안양시,안양7동,안양동
경기,안양시,안양8동,안양동
경기,안양시,안양9동,안양동
경기,안양시,안양시,안양시
경기,안양시,안양시 동안구,안양시동안구
경기,안양시,안양시 만안구,안양시만안구
경기,안양시,인덕원동,관양동
경기,안양시,충훈동,석수동
경기,안양시,평안동,평촌동
경기,안양시,평촌동,평촌동
경기,안양시,호계1동,호계동
경기,안양시,호계2동,호계동
경기,안양시,호계3동,호계동
경기,양주시,광적면,가납리
경기,양주시,광적면,광석리
경기,양주시,광적면,광적면
경기,양주시,광적면,덕도리
경기,양주시,광적면,비암리
경기,양주시,광적면,석우리
경기,양주시,광적면,우고리
경기,양주시,광적면,효촌리
경기,양주시,남면,경신리
경기,양주시,남면,구암리
경기,양주시,남면,남면
경기,양주시,남면,두곡리
경기,양주시,남면,매곡리
경기,양주시,남면,상수리
경기,양주시,남면,신산리
경기,양주시,남면,신암리
경기,양주시,남면,입암리
경기,양주시,남면,한산리
경기,양주시,남면,황방리
경기,양주시,백석읍,가업리
경기,양주시,백석읍,기산리
경기,양주시,백석읍,방성리
경기,양주시,백석읍,백석읍
경기,양주시,백석읍,복지리
경기,양주시,백석읍,연곡리
경기,양주시,백석읍,오산리
경기,양주시,백석읍,홍죽리
경기,양주시,양주1동,남방동
경기,양주시,양주1동,마전동
경기,양주시,양주1동,산북동
경기,양주시,양주1동,어둔동
경기,양주시,양주1동,유양동
경기,양주시,양주2동,고읍동
경기,양주시,양주2동,광사동
경기,양주시,양주2동,만송동
경기,양주시,양주2동,삼숭동
경기,양주시,양주시,양주시
경기,양주시,옥정1동,옥정동
경기,양주시,옥정1동,율정동
경기,양주시,옥정1동,회암동
경기,양주시,옥정2동,옥정동
경기,양주시,은현면,도하리
경기,양주시,은현면,봉암리
경기,양주시,은현면,선암리
경기,양주시,은현면,용암리
경기,양주시,은현면,운암리
경기,양주시,은현면,은현면
경기,양주시,은현면,하패리
경기,양주시,장흥면,교현리
경기,양주시,장흥면,부곡리
경기,양주시,장흥면,삼상리
경기,양주시,장흥면,삼하리
경기,양주시,장흥면,석현리
경기,양주시,장흥면,울대리
경기,양주시,장흥면,일영리
경기,양주시,장흥면,장흥면
경기,양주시,회천1동,덕정동
경기,양주시,회천1동,봉양동
경기,양주시,회천2동,덕계동
경기,양주시,회천2동,회정동
경기,양주시,회천3동,고암동
경기,양주시,회천3동,덕정동
경기,양평군,강상면,강상면
경기,양평군,강상면,교평리
경기,양평군,강상면,대석리
경기,양평군,강상면,병산리
경기,양평군,강상면,세월리
경기,양평군,강상면,송학리
경기,양평군,강상면,신화리
경기,양평군,강상면,화양리
경기,양평군,강하면,강하면
경기,양평군,강하면,동오리
경기,양평군,강하면,성덕리
경기,양평군,강하면,왕창리
경기,양평군,강하면,운심리
경기,양평군,강하면,전수리
경기,양평군,강하면,항금리
경기,양평군,개군면,개군면
경기,양평군,개군면,계전리
경기,양평군,개군면,공세리
경기,양평군,개군면,구미리
경기,양평군,개군면,내리
경기,양평군,개군면,부리
경기,양평군,개군면,불곡리
경기,양평군,개군면,상자포리
경기,양평군,개군면,석장리
경기,양평군,개군면,앙덕리
경기,양평군,개군면,자연리
경기,양평군,개군면,주읍리
경기,양평군,개군면,하자포리
경기,양평군,개군면,향리
경기,양평군,단월면,단월면
경기,양평군,단월면,덕수리
경기,양평군,단월면,명성리
경기,양평군,단월면,보룡리
경기,양평군,단월면,봉상리
경기,양평군,단월면,부안리
경기,양평군,단월면,산음리
경기,양평군,단월면,삼가리
경기,양평군,단월면,석산리
경기,양평군,단월면,향소리
경기,양평군,서종면,노문리
경기,양평군,서종면,도장리
경기,양평군,서종면,명달리
경기,양평군,서종면,문호리
경기,양평군,서종면,서종면
경기,양평군,서종면,서후리
경기,양평군,서종면,수능리
경기,양평군,서종면,수입리
경기,양평군,서종면,정배리
경기,양평군,양동면,계정리
경기,양평군,양동면,고송리
경기,양평군,양동면,금왕리
경기,양평군,양동면,단석리
경기,양평군,양동면,매월리
경기,양평군,양동면,삼산리
경기,양평군,양동면,석곡리
경기,양평군,양동면,쌍학리
경기,양평군,양동면,양동면
경기,양평군,양서면,국수리
경기,양평군,양서면,대심리
경기,양평군,양서면,도곡리
경기,양평군,양서면,목왕리
경기,양평군,양서면,복포리
경기,양평군,양서면,부용리
경기,양평군,양서면,신원리
경기,양평군,양서면,양서면
경기,양평군,양서면,양수리
경기,양평군,양서면,용담리
경기,양평군,양서면,증동리
경기,양평군,양서면,청계리
경기,양평군,양평군,양평군
경기,양평군,양평읍,공흥리
경기,양평군,양평읍,대흥리
경기,양평군,양평읍,덕평리
경기,양평군,양평읍,도곡리
경기,양평군,양평읍,백안리
경기,양평군,양평읍,봉성리
경기,양평군,양평읍,신애리
경기,양평군,양평읍,양근리
경기,양평군,양평읍,양평읍
경기,양평군,양평읍,오빈리
경기,양평군,양평읍,원덕리
경기,양평군,양평읍,창대리
경기,양평군,양평읍,회현리
경기,양평군,옥천면,신복리
경기,양평군,옥천면,아신리
경기,양평군,옥천면,옥천리
경기,양평군,옥천면,옥천면
경기,양평군,옥천면,용천리
경기,양평군,용문면,광탄리
경기,양평군,용문면,금곡리
경기,양평군,용문면,다문리
경기,양평군,용문면,덕촌리
경기,양평군,용문면,마룡리
경기,양평군,용문면,망능리
경기,양평군,용문면,삼성리
경기,양평군,용문면,신점리
경기,양평군,용문면,연수리
경기,양평군,용문면,오촌리
경기,양평군,용문면,용문면
경기,양평군,용문면,조현리
경기,양평군,용문면,중원리
경기,양평군,용문면,화전리
경기,양평군,지평면,곡수리
경기,양평군,지평면,대평리
경기,양평군,지평면,망미리
경기,양평군,지평면,무왕리
경기,양평군,지평면,송현리
경기,양평군,지평면,수곡리
경기,양평군,지평면,옥현리
경기,양평군,지평면,월산리
경기,양평군,지평면,일신리
경기,양평군,지평면,지평리
경기,양평군,지평면,지평면
경기,양평군,청운면,가현리
경기,양평군,청운면,갈운리
경기,양평군,청운면,다대리
경기,양평군,청운면,도원리
경기,양평군,청운면,비룡리
경기,양평군,청운면,삼성리
경기,양평군,청운면,신론리
경기,양평군,청운면,여물리
경기,양평군,청운면,용두리
경기,양평군,청운면,청운면
경기,여주시,가남읍,가남읍
경기,여주시,가남읍,건장리
경기,여주시,가남읍,금곡리
경기,여주시,가남읍,금당리
경기,여주시,가남읍,대신리
경기,여주시,가남읍,본두리
경기,여주시,가남읍,삼군리
경기,여주시,가남읍,삼승리
경기,여주시,가남읍,상활리
경기,여주시,가남읍,송림리
경기,여주시,가남읍,신해리
경기,여주시,가남읍,심석리
경기,여주시,가남읍,안금리
경기,여주시,가남읍,양귀리
경기,여주시,가남읍,연대리
경기,여주시,가남읍,오산리
경기,여주시,가남읍,은봉리
경기,여주시,가남읍,정단리
경기,여주시,가남읍,태평리
경기,여주시,가남읍,하귀리
경기,여주시,가남읍,화평리
경기,여주시,강천면,가야리
경기,여주시,강천면,간매리
경기,여주시,강천면,강천리
경기,여주시,강천면,강천면
경기,여주시,강천면,걸은리
경기,여주시,강천면,굴암리
경기,여주시,강천면,도전리
경기,여주시,강천면,부평리
경기,여주시,강천면,이호리
경기,여주시,강천면,적금리
경기,여주시,금사면,궁리
경기,여주시,금사면,금사리
경기,여주시,금사면,금사면
경기,여주시,금사면,도곡리
경기,여주시,금사면,상호리
경기,여주시,금사면,소유리
경기,여주시,금사면,외평리
경기,여주시,금사면,이포리
경기,여주시,금사면,장흥리
경기,여주시,금사면,전북리
경기,여주시,금사면,주록리
경기,여주시,금사면,하호리
경기,여주시,대신면,가산리
경기,여주시,대신면,계림리
경기,여주시,대신면,당남리
경기,여주시,대신면,당산리
경기,여주시,대신면,대신면
경기,여주시,대신면,도롱리
경기,여주시,대신면,무촌리
경기,여주시,대신면,보통리
경기,여주시,대신면,상구리
경기,여주시,대신면,송촌리
경기,여주시,대신면,양촌리
경기,여주시,대신면,옥촌리
경기,여주시,대신면,윤촌리
경기,여주시,대신면,율촌리
경기,여주시,대신면,장풍리
경기,여주시,대신면,천남리
경기,여주시,대신면,천서리
경기,여주시,대신면,초현리
경기,여주시,대신면,하림리
경기,여주시,대신면,후포리
경기,여주시,북내면,가정리
경기,여주시,북내면,내룡리
경기,여주시,북내면,당우리
경기,여주시,북내면,덕산리
경기,여주시,북내면,북내면
경기,여주시,북내면,상교리
경기,여주시,북내면,서원리
경기,여주시,북내면,석우리
경기,여주시,북내면,신남리
경기,여주시,북내면,신접리
경기,여주시,북내면,외룡리
경기,여주시,북내면,운촌리
경기,여주시,북내면,장암리
경기,여주시,북내면,주암리
경기,여주시,북내면,중암리
경기,여주시,북내면,지내리
경기,여주시,산북면,명품리
경기,여주시,산북면,백자리
경기,여주시,산북면,산북면
경기,여주시,산북면,상품리
경기,여주시,산북면,송현리
경기,여주시,산북면,용담리
경기,여주시,산북면,주어리
경기,여주시,산북면,후리
경기,여주시,세종대왕면,광대리
경기,여주시,세종대왕면,구양리
경기,여주시,세종대왕면,내양리
경기,여주시,세종대왕면,마래리
경기,여주시,세종대왕면,매류리
경기,여주시,세종대왕면,매화리
경기,여주시,세종대왕면,백석리
경기,여주시,세종대왕면,번도리
경기,여주시,세종대왕면,세종대왕면
경기,여주시,세종대왕면,신지리
경기,여주시,세종대왕면,양거리
경기,여주시,세종대왕면,오계리
경기,여주시,세종대왕면,왕대리
경기,여주시,세종대왕면,용은리
경기,여주시,여주시,여주시
경기,여주시,여흥동,능현동
경기,여주시,여흥동,단현동
경기,여주시,여흥동,매룡동
경기,여주시,여흥동,멱곡동
경기,여주시,여흥동,삼교동
경기,여주시,여흥동,상거동
경기,여주시,여흥동,상동
경기,여주시,여흥동,신진동
경기,여주시,여흥동,연양동
경기,여주시,여흥동,우만동
경기,여주시,여흥동,점봉동
경기,여주시,여흥동,하거동
경기,여주시,여흥동,홍문동
경기,여주시,오학동,오금동
경기,여주시,오학동,오학동
경기,여주시,오학동,천송동
경기,여주시,오학동,현암동
경기,여주시,점동면,관한리
경기,여주시,점동면,뇌곡리
경기,여주시,점동면,당진리
경기,여주시,점동면,덕평리
경기,여주시,점동면,도리
경기,여주시,점동면,부구리
경기,여주시,점동면,사곡리
경기,여주시,점동면,삼합리
경기,여주시,점동면,성신리
경기,여주시,점동면,원부리
경기,여주시,점동면,장안리
경기,여주시,점동면,점동면
경기,여주시,점동면,처리
경기,여주시,점동면,청안리
경기,여주시,점동면,현수리
경기,여주시,점동면,흔암리
경기,여주시,중앙동,가업동
경기,여주시,중앙동,교동
경기,여주시,중앙동,연라동
경기,여주시,중앙동,월송동
경기,여주시,중앙동,창동
경기,여주시,중앙동,하동
경기,여주시,흥천면,계신리
경기,여주시,흥천면,귀백리
경기,여주시,흥천면,내사리
경기,여주시,흥천면,다대리
경기,여주시,흥천면,대당리
경기,여주시,흥천면,문장리
경기,여주시,흥천면,복대리
경기,여주시,흥천면,상대리
경기,여주시,흥천면,상백리
경기,여주시,흥천면,신근리
경기,여주시,흥천면,외사리
경기,여주시,흥천면,율극리
경기,여주시,흥천면,하다리
경기,여주시,흥천면,효지리
경기,여주시,흥천면,흥천면
경기,연천군,군남면,군남면
경기,연천군,군남면,남계리
경기,연천군,군남면,삼거리
경기,연천군,군남면,선곡리
경기,연천군,군남면,옥계리
경기,연천군,군남면,왕림리
경기,연천군,군남면,진상리
경기,연천군,군남면,황지리
경기,연천군,미산면,광동리
경기,연천군,미산면,동이리
경기,연천군,미산면,마전리
경기,연천군,미산면,미산면
경기,연천군,미산면,백석리
경기,연천군,미산면,삼화리
경기,연천군,미산면,아미리
경기,연천군,미산면,우정리
경기,연천군,미산면,유촌리
경기,연천군,백학면,갈현리
경기,연천군,백학면,고읍리
경기,연천군,백학면,구미리
경기,연천군,백학면,노곡리
경기,연천군,백학면,두매리
경기,연천군,백학면,두일리
경기,연천군,백학면,두현리
경기,연천군,백학면,매현리
경기,연천군,백학면,백령리
경기,연천군,백학면,백학면
경기,연천군,백학면,사시리
경기,연천군,백학면,상리
경기,연천군,백학면,석장리
경기,연천군,백학면,석주원리
경기,연천군,백학면,오음리
경기,연천군,백학면,전동리
경기,연천군,백학면,중리
경기,연천군,백학면,통구리
경기,연천군,백학면,포춘리
경기,연천군,백학면,하리
경기,연천군,백학면,학곡리
경기,연천군,백학면,항동리
경기,연천군,신서면,갈현리
경기,연천군,신서면,내산리
경기,연천군,신서면,답곡리
경기,연천군,신서면,대광리
경기,연천군,신서면,덕산리
경기,연천군,신서면,도밀리
경기,연천군,신서면,도신리
경기,연천군,신서면,마전리
경기,연천군,신서면,승양리
경기,연천군,신서면,신서면
경기,연천군,신서면,신현리
경기,연천군,연천군,연천군
경기,연천군,연천읍,고문리
경기,연천군,연천읍,동막리
경기,연천군,연천읍,부곡리
경기,연천군,연천읍,상리
경기,연천군,연천읍,연천읍
경기,연천군,연천읍,옥산리
경기,연천군,연천읍,와초리
경기,연천군,연천읍,읍내리
경기,연천군,연천읍,차탄리
경기,연천군,연천읍,통현리
경기,연천군,연천읍,현가리
경기,연천군,왕징면,가천리
경기,연천군,왕징면,강내리
경기,연천군,왕징면,강서리
경기,연천군,왕징면,고왕리
경기,연천군,왕징면,고잔상리
경기,연천군,왕징면,고잔하리
경기,연천군,왕징면,고장리
경기,연천군,왕징면,귀존리
경기,연천군,왕징면,기곡리
경기,연천군,왕징면,냉정리
경기,연천군,왕징면,노동리
경기,연천군,왕징면,동중리
경기,연천군,왕징면,무등리
경기,연천군,왕징면,북삼리
경기,연천군,왕징면,오탄리
경기,연천군,왕징면,왕징면
경기,연천군,왕징면,임강리
경기,연천군,왕징면,작동리
경기,연천군,왕징면,장학리
경기,연천군,장남면,고랑포리
경기,연천군,장남면,반정리
경기,연천군,장남면,원당리
경기,연천군,장남면,자작리
경기,연천군,장남면,장남면
경기,연천군,장남면,판부리
경기,연천군,전곡읍,간파리
경기,연천군,전곡읍,고능리
경기,연천군,전곡읍,늘목리
경기,연천군,전곡읍,마포리
경기,연천군,전곡읍,신답리
경기,연천군,전곡읍,양원리
경기,연천군,전곡읍,은대리
경기,연천군,전곡읍,전곡리
경기,연천군,전곡읍,전곡읍
경기,연천군,중면,도연리
경기,연천군,중면,마거리
경기,연천군,중면,삼곶리
경기,연천군,중면,어적산리
경기,연천군,중면,적거리
경기,연천군,중면,적동산리
경기,연천군,중면,적음리
경기,연천군,중면,중면
경기,연천군,중면,중사리
경기,연천군,중면,진곡리
경기,연천군,중면,합수리
경기,연천군,중면,횡산리
경기,연천군,청산면,궁평리
경기,연천군,청산면,대전리
경기,연천군,청산면,백의리
경기,연천군,청산면,장탄리
경기,연천군,청산면,청산면
경기,연천군,청산면,초성리
경기,오산시,남촌동,가수동
경기,오산시,남촌동,가장동
경기,오산시,남촌동,갈곶동
경기,오산시,남촌동,궐동
경기,오산시,남촌동,누읍동
경기,오산시,남촌동,오산동
경기,오산시,남촌동,청학동
경기,오산시,대원1동,갈곶동
경기,오산시,대원1동,고현동
경기,오산시,대원1동,오산동
경기,오산시,대원1동,원동
경기,오산시,대원2동,갈곶동
경기,오산시,대원2동,고현동
경기,오산시,대원2동,부산동
경기,오산시,대원2동,오산동
경기,오산시,대원2동,원동
경기,오산시,대원2동,청호동
경기,오산시,세마동,서랑동
경기,오산시,세마동,세교동
경기,오산시,세마동,양산동
경기,오산시,세마동,외삼미동
경기,오산시,세마동,지곶동
경기,오산시,신장1동,궐동
경기,오산시,신장1동,금암동
경기,오산시,신장1동,내삼미동
경기,오산시,신장1동,수청동
경기,오산시,신장2동,궐동
경기,오산시,신장2동,내삼미동
경기,오산시,신장2동,수청동
경기,오산시,신장2동,은계동
경기,오산시,오산시,오산시
경기,오산시,중앙동,부산동
경기,오산시,중앙동,오산동
경기,오산시,중앙동,은계동
경기,오산시,초평동,가수동
경기,오산시,초평동,누읍동
경기,오산시,초평동,두곡동
경기,오산시,초평동,벌음동
경기,오산시,초평동,서동
경기,오산시,초평동,탑동
경기,용인시,구갈동,구갈동
경기,용인시,구성동,언남동
경기,용인시,구성동,청덕동
경기,용인시,기흥동,고매동
경기,용인시,기흥동,공세동
경기,용인시,남사읍,남사읍
경기,용인시,남사읍,방아리
경기,용인시,남사읍,봉명리
경기,용인시,남사읍,봉무리
경기,용인시,남사읍,북리
경기,용인시,남사읍,아곡리
경기,용인시,남사읍,완장리
경기,용인시,남사읍,원암리
경기,용인시,남사읍,전궁리
경기,용인시,남사읍,진목리
경기,용인시,남사읍,창리
경기,용인시,남사읍,통삼리
경기,용인시,동백1동,동백동
경기,용인시,동백2동,중동
경기,용인시,동백3동,동백동
경기,용인시,동백3동,중동
경기,용인시,동부동,마평동
경기,용인시,동부동,운학동
경기,용인시,동부동,해곡동
경기,용인시,동부동,호동
경기,용인시,동천동,고기동
경기,용인시,동천동,동천동
경기,용인시,마북동,마북동
경기,용인시,모현읍,갈담리
경기,용인시,모현읍,능원리
경기,용인시,모현읍,동림리
경기,용인시,모현읍,매산리
경기,용인시,모현읍,모현읍
경기,용인시,모현읍,오산리
경기,용인시,모현읍,왕산리
경기,용인시,모현읍,일산리
경기,용인시,모현읍,초부리
경기,용인시,백암면,가좌리
경기,용인시,백암면,가창리
경기,용인시,백암면,고안리
경기,용인시,백암면,근곡리
경기,용인시,백암면,근삼리
경기,용인시,백암면,근창리
경기,용인시,백암면,박곡리
경기,용인시,백암면,백봉리
경기,용인시,백암면,백암리
경기,용인시,백암면,백암면
경기,용인시,백암면,석천리
경기,용인시,백암면,옥산리
경기,용인시,백암면,용천리
경기,용인시,백암면,장평리
경기,용인시,보라동,보라동
경기,용인시,보라동,지곡동
경기,용인시,보정동,보정동
경기,용인시,삼가동,삼가동
경기,용인시,상갈동,상갈동
경기,용인시,상하동,상하동
경기,용인시,상현1동,상현동
경기,용인시,상현2동,상현동
경기,용인시,상현3동,상현동
경기,용인시,서농동,농서동
경기,용인시,서농동,서천동
경기,용인시,성복동,성복동
경기,용인시,신갈동,신갈동
경기,용인시,신봉동,신봉동
경기,용인시,양지면,남곡리
경기,용인시,양지면,대대리
경기,용인시,양지면,송문리
경기,용인시,양지면,식금리
경기,용인시,양지면,양지리
경기,용인시,양지면,양지면
경기,용인시,양지면,정수리
경기,용인시,양지면,제일리
경기,용인시,양지면,주북리
경기,용인시,양지면,추계리
경기,용인시,양지면,평창리
경기,용인시,역북동,역북동
경기,용인시,영덕1동,영덕동
경기,용인시,영덕2동,영덕동
경기,용인시,영덕2동,하갈동
경기,용인시,용인시,용인시
경기,용인시,용인시 기흥구,용인시기흥구
경기,용인시,용인시 수지구,용인시수지구
경기,용인시,용인시 처인구,용인시처인구
경기,용인시,원삼면,가재월리
경기,용인시,원삼면,고당리
경기,용인시,원삼면,독성리
경기,용인시,원삼면,두창리
경기,용인시,원삼면,맹리
경기,용인시,원삼면,목신리
경기,용인시,원삼면,문촌리
경기,용인시,원삼면,미평리
경기,용인시,원삼면,사암리
경기,용인시,원삼면,원삼면
경기,용인시,원삼면,좌항리
경기,용인시,원삼면,죽능리
경기,용인시,원삼면,학일리
경기,용인시,유림동,고림동
경기,용인시,유림동,유방동
경기,용인시,이동읍,덕성리
경기,용인시,이동읍,묘봉리
경기,용인시,이동읍,묵리
경기,용인시,이동읍,서리
경기,용인시,이동읍,송전리
경기,용인시,이동읍,시미리
경기,용인시,이동읍,어비리
경기,용인시,이동읍,이동읍
경기,용인시,이동읍,천리
경기,용인시,이동읍,화산리
경기,용인시,죽전1동,죽전동
경기,용인시,죽전2동,죽전동
경기,용인시,죽전3동,죽전동
경기,용인시,중앙동,김량장동
경기,용인시,중앙동,남동
경기,용인시,포곡읍,가실리
경기,용인시,포곡읍,금어리
경기,용인시,포곡읍,둔전리
경기,용인시,포곡읍,마성리
경기,용인시,포곡읍,삼계리
경기,용인시,포곡읍,신원리
경기,용인시,포곡읍,영문리
경기,용인시,포곡읍,유운리
경기,용인시,포곡읍,전대리
경기,용인시,포곡읍,포곡읍
경기,용인시,풍덕천1동,풍덕천동
경기,용인시,풍덕천2동,풍덕천동
경기,의왕시,고천동,고천동
경기,의왕시,고천동,오전동
경기,의왕시,고천동,왕곡동
경기,의왕시,내손1동,내손동
경기,의왕시,내손2동,내손동
경기,의왕시,내손2동,포일동
경기,의왕시,부곡동,삼동
경기,의왕시,부곡동,월암동
경기,의왕시,부곡동,이동
경기,의왕시,부곡동,초평동
경기,의왕시,오전동,오전동
경기,의왕시,의왕시,의왕시
경기,의왕시,청계동,내손동
경기,의왕시,청계동,청계동
경기,의왕시,청계동,포일동
경기,의왕시,청계동,학의동
경기,의정부시,가능동,가능동
경기,의정부시,가능동,의정부동
경기,의정부시,고산동,고산동
경기,의정부시,고산동,산곡동
경기,의정부시,녹양동,녹양동
경기,의정부시,송산1동,용현동
경기,의정부시,송산2동,민락동
경기,의정부시,송산3동,낙양동
경기,의정부시,송산3동,민락동
경기,의정부시,신곡1동,신곡동
경기,의정부시,신곡2동,신곡동
경기,의정부시,의정부1동,가능동
경기,의정부시,의정부1동,의정부동
경기,의정부시,의정부1동,호원동
경기,의정부시,의정부2동,가능동
경기,의정부시,의정부2동,의정부동
경기,의정부시,의정부시,의정부시
경기,의정부시,자금동,금오동
경기,의정부시,자금동,자일동
경기,의정부시,장암동,장암동
경기,의정부시,호원1동,호원동
경기,의정부시,호원2동,호원동
경기,의정부시,흥선동,가능동
경기,의정부시,흥선동,의정부동
경기,이천시,관고동,관고동
경기,이천시,관고동,사음동
경기,이천시,대월면,구시리
경기,이천시,대월면,군량리
경기,이천시,대월면,대대리
경기,이천시,대월면,대월면
경기,이천시,대월면,대흥리
경기,이천시,대월면,도리리
경기,이천시,대월면,부필리
경기,이천시,대월면,사동리
경기,이천시,대월면,송라리
경기,이천시,대월면,장평리
경기,이천시,대월면,초지리
경기,이천시,마장면,각평리
경기,이천시,마장면,관리
경기,이천시,마장면,덕평리
경기,이천시,마장면,마장면
경기,이천시,마장면,목리
경기,이천시,마장면,양촌리
경기,이천시,마장면,오천리
경기,이천시,마장면,이치리
경기,이천시,마장면,이평리
경기,이천시,마장면,작촌리
경기,이천시,마장면,장암리
경기,이천시,마장면,표교리
경기,이천시,마장면,해월리
경기,이천시,마장면,회억리
경기,이천시,모가면,두미리
경기,이천시,모가면,모가면
경기,이천시,모가면,산내리
경기,이천시,모가면,서경리
경기,이천시,모가면,소고리
경기,이천시,모가면,소사리
경기,이천시,모가면,송곡리
경기,이천시,모가면,신갈리
경기,이천시,모가면,양평리
경기,이천시,모가면,어농리
경기,이천시,모가면,원두리
경기,이천시,모가면,진가리
경기,이천시,백사면,경사리
경기,이천시,백사면,내촌리
경기,이천시,백사면,도립리
경기,이천시,백사면,도지리
경기,이천시,백사면,모전리
경기,이천시,백사면,백사면
경기,이천시,백사면,백우리
경기,이천시,백사면,상용리
경기,이천시,백사면,송말리
경기,이천시,백사면,신대리
경기,이천시,백사면,우곡리
경기,이천시,백사면,조읍리
경기,이천시,백사면,현방리
경기,이천시,부발읍,가산리
경기,이천시,부발읍,가좌리
경기,이천시,부발읍,고백리
경기,이천시,부발읍,대관리
경기,이천시,부발읍,마암리
경기,이천시,부발읍,무촌리
경기,이천시,부발읍,부발읍
경기,이천시,부발읍,산촌리
경기,이천시,부발읍,송온리
경기,이천시,부발읍,수정리
경기,이천시,부발읍,신원리
경기,이천시,부발읍,신하리
경기,이천시,부발읍,아미리
경기,이천시,부발읍,응암리
경기,이천시,부발읍,죽당리
경기,이천시,설성면,금당리
경기,이천시,설성면,대죽리
경기,이천시,설성면,상봉리
경기,이천시,설성면,설성면
경기,이천시,설성면,송계리
경기,이천시,설성면,수산리
경기,이천시,설성면,신필리
경기,이천시,설성면,암산리
경기,이천시,설성면,자석리
경기,이천시,설성면,장능리
경기,이천시,설성면,장천리
